English,URL,Russian,Spanish,Deutsch,Czech
interaction,https://www.oxfordlearnersdictionaries.com/definition/english/interaction,взаимодействие,Interacción,Interaktion,interakce
internal,https://www.oxfordlearnersdictionaries.com/definition/english/internal,внутренний,interno,intern,vnitřní
interpret,https://www.oxfordlearnersdictionaries.com/definition/english/interpret,интерпретировать,interpretar,interpretieren,interpretovat
interpretation,https://www.oxfordlearnersdictionaries.com/definition/english/interpretation,интерпретация,interpretación,Deutung,výklad
interrupt,https://www.oxfordlearnersdictionaries.com/definition/english/interrupt,прерывать,interrumpir,unterbrechen,přerušit
interval,https://www.oxfordlearnersdictionaries.com/definition/english/interval,интервал,intervalo,Intervall,interval
invade,https://www.oxfordlearnersdictionaries.com/definition/english/invade,вторгаться,invadir,einfallen,napadnout
invasion,https://www.oxfordlearnersdictionaries.com/definition/english/invasion,вторжение,invasión,Invasion,invaze
investigation,https://www.oxfordlearnersdictionaries.com/definition/english/investigation,изучение,investigación,Untersuchung,vyšetřování
investment,https://www.oxfordlearnersdictionaries.com/definition/english/investment,инвестиции,inversión,Investition,investice
investor,https://www.oxfordlearnersdictionaries.com/definition/english/investor,инвестор,inversor,Investor,investor
isolate,https://www.oxfordlearnersdictionaries.com/definition/english/isolate,изолировать,aislar,isolieren,izolovat
isolated,https://www.oxfordlearnersdictionaries.com/definition/english/isolated,изолированный,aislado,isoliert,izolovaný
issue,https://www.oxfordlearnersdictionaries.com/definition/english/issue_2,проблема,asunto,Ausgabe,problém
jail,https://www.oxfordlearnersdictionaries.com/definition/english/jail_1,тюрьма,celda,Gefängnis,vězení
jail,https://www.oxfordlearnersdictionaries.com/definition/english/jail_2,тюрьма,celda,Gefängnis,vězení
jet,https://www.oxfordlearnersdictionaries.com/definition/english/jet_1,реактивный самолет,chorro,Jet,proud
joint,https://www.oxfordlearnersdictionaries.com/definition/english/joint_1,соединение,articulación,gemeinsam,kloub
joint,https://www.oxfordlearnersdictionaries.com/definition/english/joint_2,соединение,articulación,gemeinsam,kloub
journalism,https://www.oxfordlearnersdictionaries.com/definition/english/journalism,журналистика,periodismo,Journalismus,žurnalistika
joy,https://www.oxfordlearnersdictionaries.com/definition/english/joy,радость,alegría,Freude,radost
judgement,https://www.oxfordlearnersdictionaries.com/definition/english/judgement,суждение,juicio,Beurteilung,rozsudek
junior,https://www.oxfordlearnersdictionaries.com/definition/english/junior_1,младший,júnior,Junior,juniorský
jury,https://www.oxfordlearnersdictionaries.com/definition/english/jury,жюри,jurado,Jury,porota
justice,https://www.oxfordlearnersdictionaries.com/definition/english/justice,справедливость,justicia,Gerechtigkeit,spravedlnost
justify,https://www.oxfordlearnersdictionaries.com/definition/english/justify,оправдывать,justificar,rechtfertigen,ospravedlnit
kit,https://www.oxfordlearnersdictionaries.com/definition/english/kit_1,Комплект,equipo,Bausatz,souprava
labour,https://www.oxfordlearnersdictionaries.com/definition/english/labour_1,труд,labor,Arbeit,práce
ladder,https://www.oxfordlearnersdictionaries.com/definition/english/ladder_1,лестница,escalera,Leiter,žebřík
landing,https://www.oxfordlearnersdictionaries.com/definition/english/landing,посадка,aterrizaje,Landung,přistání
landscape,https://www.oxfordlearnersdictionaries.com/definition/english/landscape_1,пейзаж,paisaje,Landschaft,krajina
lane,https://www.oxfordlearnersdictionaries.com/definition/english/lane,переулок,carril,Fahrbahn,pruh
largely,https://www.oxfordlearnersdictionaries.com/definition/english/largely,во многом,en gran parte,weitgehend,převážně
lately,https://www.oxfordlearnersdictionaries.com/definition/english/lately,за последнее время,últimamente,in letzter Zeit,nedávno
latest,https://www.oxfordlearnersdictionaries.com/definition/english/latest_2,последний,último,neueste,nejnovější
launch,https://www.oxfordlearnersdictionaries.com/definition/english/launch_2,запуск,lanzamiento,starten,zahájení
launch,https://www.oxfordlearnersdictionaries.com/definition/english/launch_1,запуск,lanzamiento,starten,zahájení
leadership,https://www.oxfordlearnersdictionaries.com/definition/english/leadership,лидерство,liderazgo,Führung,vedení lidí
leaflet,https://www.oxfordlearnersdictionaries.com/definition/english/leaflet_1,листовка,folleto,Flugblatt,leták
league,https://www.oxfordlearnersdictionaries.com/definition/english/league,лига,liga,Liga,liga
lean,https://www.oxfordlearnersdictionaries.com/definition/english/lean_1,худой,inclinarse,mager,opírat se
leave,https://www.oxfordlearnersdictionaries.com/definition/english/leave_2,уехать,salir,verlassen,odejít
legend,https://www.oxfordlearnersdictionaries.com/definition/english/legend,легенда,leyenda,Legende,legenda
lens,https://www.oxfordlearnersdictionaries.com/definition/english/lens,объектив,lente,Linse,čočka
level,https://www.oxfordlearnersdictionaries.com/definition/english/level_3,уровень,nivel,eben,úroveň
licence,https://www.oxfordlearnersdictionaries.com/definition/english/licence,лицензия,licencia,Lizenz,licence
lifetime,https://www.oxfordlearnersdictionaries.com/definition/english/lifetime,продолжительность жизни,toda la vida,Lebenszeit,život
lighting,https://www.oxfordlearnersdictionaries.com/definition/english/lighting,освещение,Encendiendo,Beleuchtung,osvětlení
likewise,https://www.oxfordlearnersdictionaries.com/definition/english/likewise,так же,igualmente,ebenfalls,rovněž
limitation,https://www.oxfordlearnersdictionaries.com/definition/english/limitation,ограничение,limitación,Einschränkung,omezení
limited,https://www.oxfordlearnersdictionaries.com/definition/english/limited,ограниченное,limitado,begrenzt,omezený
line,https://www.oxfordlearnersdictionaries.com/definition/english/line_2,линия,línea,Linie,čára
literally,https://www.oxfordlearnersdictionaries.com/definition/english/literally,в прямом смысле,literalmente,buchstäblich,doslova
literary,https://www.oxfordlearnersdictionaries.com/definition/english/literary,литературный,literario,literarisch,literární
litre,https://www.oxfordlearnersdictionaries.com/definition/english/litre,литр,litro,Liter,litr
litter,https://www.oxfordlearnersdictionaries.com/definition/english/litter_1,мусор,basura,Wurf,smetí
lively,https://www.oxfordlearnersdictionaries.com/definition/english/lively,оживленный,dinámico,lebhaft,živý
load,https://www.oxfordlearnersdictionaries.com/definition/english/load_1,нагрузка,carga,Belastung,zatížení
load,https://www.oxfordlearnersdictionaries.com/definition/english/load_2,нагрузка,carga,Belastung,zatížení
loan,https://www.oxfordlearnersdictionaries.com/definition/english/loan_1,заем,préstamo,Darlehen,půjčka
logical,https://www.oxfordlearnersdictionaries.com/definition/english/logical_1,логический,lógico,logisch,logický
logo,https://www.oxfordlearnersdictionaries.com/definition/english/logo,логотип,logo,Logo,logo
long-term,https://www.oxfordlearnersdictionaries.com/definition/english/long-term_2,долгосрочный,a largo plazo,langfristig,dlouhodobý
long-term,https://www.oxfordlearnersdictionaries.com/definition/english/long-term_1,долгосрочный,a largo plazo,langfristig,dlouhodobý
loose,https://www.oxfordlearnersdictionaries.com/definition/english/loose_1,свободный,suelto,lose,volný
lord,https://www.oxfordlearnersdictionaries.com/definition/english/lord_1,господин,señor,Herr,pán
lottery,https://www.oxfordlearnersdictionaries.com/definition/english/lottery,лотерея,lotería,Lotterie,loterie
low,https://www.oxfordlearnersdictionaries.com/definition/english/low_3,низкий,bajo,niedrig,nízký
lower,https://www.oxfordlearnersdictionaries.com/definition/english/lower1_1,ниже,más bajo,niedriger,dolní
loyal,https://www.oxfordlearnersdictionaries.com/definition/english/loyal,верный,leal,treu,loajální
lung,https://www.oxfordlearnersdictionaries.com/definition/english/lung,легкое,pulmón,Lunge,plíce
lyric,https://www.oxfordlearnersdictionaries.com/definition/english/lyric_1,лирический,lírica,lyrisch,lyrika
magnificent,https://www.oxfordlearnersdictionaries.com/definition/english/magnificent,великолепный,magnífico,herrlich,velkolepý
maintain,https://www.oxfordlearnersdictionaries.com/definition/english/maintain,поддерживать,mantener,pflegen,udržovat
majority,https://www.oxfordlearnersdictionaries.com/definition/english/majority,большинство,mayoria,mehrheitlich,většina
make,https://www.oxfordlearnersdictionaries.com/definition/english/make_2,сделать,fabricar,machen,udělat
make-up,https://www.oxfordlearnersdictionaries.com/definition/english/make-up_2,"макияж, мириться",maquillaje,bilden,makeup
making,https://www.oxfordlearnersdictionaries.com/definition/english/making,изготовление,haciendo,Herstellung,tvorba
manufacture,https://www.oxfordlearnersdictionaries.com/definition/english/manufacture_1,производство,fabricar,Herstellung,výroba
manufacturing,https://www.oxfordlearnersdictionaries.com/definition/english/manufacturing,производство,fabricación,Herstellung,výrobní
map,https://www.oxfordlearnersdictionaries.com/definition/english/map_2,карта,mapa,Karte,mapa
marathon,https://www.oxfordlearnersdictionaries.com/definition/english/marathon_2,марафон,maratón,Marathon-,maratón
margin,https://www.oxfordlearnersdictionaries.com/definition/english/margin,допуск,margen,Rand,okraj
marker,https://www.oxfordlearnersdictionaries.com/definition/english/marker,маркер,marcador,Marker,popisovač
martial,https://www.oxfordlearnersdictionaries.com/definition/english/martial,боевой,marcial,martialisch,válečný
mass,https://www.oxfordlearnersdictionaries.com/definition/english/mass_2,масса,masa,Masse,Hmotnost
mass,https://www.oxfordlearnersdictionaries.com/definition/english/mass_1,масса,masa,Masse,Hmotnost
massive,https://www.oxfordlearnersdictionaries.com/definition/english/massive,массивный,masivo,fest,masivní
master,https://www.oxfordlearnersdictionaries.com/definition/english/master_1,владелец,Maestro,Meister,mistr
master,https://www.oxfordlearnersdictionaries.com/definition/english/master_2,владелец,Maestro,Meister,mistr
matching,https://www.oxfordlearnersdictionaries.com/definition/english/matching,соответствие,pareo,passend,vhodný
mate,https://www.oxfordlearnersdictionaries.com/definition/english/mate_1,приятель,compañero,Kamerad,kamaráde
mate,https://www.oxfordlearnersdictionaries.com/definition/english/mate_2,приятель,compañero,Kamerad,kamaráde
material,https://www.oxfordlearnersdictionaries.com/definition/english/material_2,материал,material,Material,materiál
maximum,https://www.oxfordlearnersdictionaries.com/definition/english/maximum_2,максимум,máximo,maximal,maximum
maximum,https://www.oxfordlearnersdictionaries.com/definition/english/maximum_3,максимум,máximo,maximal,maximum
mayor,https://www.oxfordlearnersdictionaries.com/definition/english/mayor,мэр,alcalde,Bürgermeister,starosta
means,https://www.oxfordlearnersdictionaries.com/definition/english/means,означает,medio,bedeutet,prostředek
measurement,https://www.oxfordlearnersdictionaries.com/definition/english/measurement,измерение,medición,Messung,měření
mechanic,https://www.oxfordlearnersdictionaries.com/definition/english/mechanic,механик,mecánico,Mechaniker,mechanik
mechanical,https://www.oxfordlearnersdictionaries.com/definition/english/mechanical,механический,mecánico,mechanisch,mechanické
mechanism,https://www.oxfordlearnersdictionaries.com/definition/english/mechanism,механизм,mecanismo,Mechanismus,mechanismus
medal,https://www.oxfordlearnersdictionaries.com/definition/english/medal_1,медаль,medalla,Medaille,medaile
medication,https://www.oxfordlearnersdictionaries.com/definition/english/medication,медикамент,medicamento,Medikament,léky
medium,https://www.oxfordlearnersdictionaries.com/definition/english/medium_2,средний,medio,Mittel,střední
melt,https://www.oxfordlearnersdictionaries.com/definition/english/melt,таять,fundir,schmelzen,tát
membership,https://www.oxfordlearnersdictionaries.com/definition/english/membership,членство,afiliación,Mitgliedschaft,členství
memorable,https://www.oxfordlearnersdictionaries.com/definition/english/memorable,памятный,memorable,unvergesslich,památný
metaphor,https://www.oxfordlearnersdictionaries.com/definition/english/metaphor,метафора,metáfora,Metapher,metafora
military,https://www.oxfordlearnersdictionaries.com/definition/english/military_1,военный,militar,Militär-,válečný
military,https://www.oxfordlearnersdictionaries.com/definition/english/military_2,военный,militar,Militär-,válečný
miner,https://www.oxfordlearnersdictionaries.com/definition/english/miner,шахтер,minero,Bergmann,horník
mineral,https://www.oxfordlearnersdictionaries.com/definition/english/mineral,минеральная,mineral,Mineral,minerální
minimum,https://www.oxfordlearnersdictionaries.com/definition/english/minimum_2,минимум,mínimo,Minimum,minimální
minimum,https://www.oxfordlearnersdictionaries.com/definition/english/minimum_3,минимум,mínimo,Minimum,minimální
minister,https://www.oxfordlearnersdictionaries.com/definition/english/minister_1,министр,ministro,Minister,ministr
minor,https://www.oxfordlearnersdictionaries.com/definition/english/minor_1,незначительный,menor,unerheblich,Méně důležitý
minority,https://www.oxfordlearnersdictionaries.com/definition/english/minority,меньшинство,minoría,Minderheit,menšina
miserable,https://www.oxfordlearnersdictionaries.com/definition/english/miserable,убогий,miserable,miserabel,ubohý
mission,https://www.oxfordlearnersdictionaries.com/definition/english/impossible,миссия,misión,Mission,mise
mistake,https://www.oxfordlearnersdictionaries.com/definition/english/mistake_2,ошибка,Error,Fehler,chyba
mixed,https://www.oxfordlearnersdictionaries.com/definition/english/mixed,смешанный,mezclado,gemischt,smíšený
mode,https://www.oxfordlearnersdictionaries.com/definition/english/mode,Режим,modo,Modus,režimu
model,https://www.oxfordlearnersdictionaries.com/definition/english/model_2,модель,modelo,Modell,Modelka
modest,https://www.oxfordlearnersdictionaries.com/definition/english/modest,скромный,modesto,bescheiden,skromný
modify,https://www.oxfordlearnersdictionaries.com/definition/english/modify,изменить,modificar,ändern,modifikovat
monitor,https://www.oxfordlearnersdictionaries.com/definition/english/monitor_1,монитор,monitor,Monitor,monitor
monitor,https://www.oxfordlearnersdictionaries.com/definition/english/monitor_2,монитор,monitor,Monitor,monitor
monster,https://www.oxfordlearnersdictionaries.com/definition/english/monster_1,монстр,monstruo,Monster-,netvor
monthly,https://www.oxfordlearnersdictionaries.com/definition/english/monthly_1,ежемесячно,mensual,monatlich,měsíční
monument,https://www.oxfordlearnersdictionaries.com/definition/english/monument,памятник,Monumento,Monument,památník
moral,https://www.oxfordlearnersdictionaries.com/definition/english/moral_1,моральный,moral,Moral,morální
moral,https://www.oxfordlearnersdictionaries.com/definition/english/moral_2,моральный,moral,Moral,morální
moreover,https://www.oxfordlearnersdictionaries.com/definition/english/moreover,Кроме того,es más,darüber hinaus,navíc
mortgage,https://www.oxfordlearnersdictionaries.com/definition/english/mortgage_1,ипотека,hipoteca,Hypothek,hypotéka
mosque,https://www.oxfordlearnersdictionaries.com/definition/english/mosque,мечеть,mezquita,Moschee,mešita
motion,https://www.oxfordlearnersdictionaries.com/definition/english/motion_1,движение,movimiento,Bewegung,pohyb
motivate,https://www.oxfordlearnersdictionaries.com/definition/english/motivate,мотивировать,motivar,motivieren,motivovat
motivation,https://www.oxfordlearnersdictionaries.com/definition/english/motivation,мотивация,motivación,Motivation,motivace
motor,https://www.oxfordlearnersdictionaries.com/definition/english/motor_2,двигатель,motor,Motor-,motor
motor,https://www.oxfordlearnersdictionaries.com/definition/english/motor_1,двигатель,motor,Motor-,motor
mount,https://www.oxfordlearnersdictionaries.com/definition/english/mount_1,устанавливать,montar,montieren,namontovat
moving,https://www.oxfordlearnersdictionaries.com/definition/english/moving,движущийся,Moviente,ziehen um,pohybující se
multiple,https://www.oxfordlearnersdictionaries.com/definition/english/multiple_1,несколько,múltiple,mehrere,násobek
multiply,https://www.oxfordlearnersdictionaries.com/definition/english/multiply,умножать,multiplicar,multiplizieren,násobit
mysterious,https://www.oxfordlearnersdictionaries.com/definition/english/mysterious,загадочный,misterioso,mysteriös,tajemný
myth,https://www.oxfordlearnersdictionaries.com/definition/english/myth,миф,mito,Mythos,mýtus
naked,https://www.oxfordlearnersdictionaries.com/definition/english/naked,голый,desnudo,nackt,nahý
narrow,https://www.oxfordlearnersdictionaries.com/definition/english/narrow_2,узкий,estrecho,eng,úzký
nasty,https://www.oxfordlearnersdictionaries.com/definition/english/nasty,противный,desagradable,böse,ošklivý
national,https://www.oxfordlearnersdictionaries.com/definition/english/national_2,национальный,nacional,National,národní
navigation,https://www.oxfordlearnersdictionaries.com/definition/english/navigation,навигация,navegación,Navigation,navigace
nearby,https://www.oxfordlearnersdictionaries.com/definition/english/nearby_1,"рядом, поблизости",cercano,in der Nähe,poblíž
nearby,https://www.oxfordlearnersdictionaries.com/definition/english/nearby_2,"рядом, поблизости",cercano,in der Nähe,poblíž
neat,https://www.oxfordlearnersdictionaries.com/definition/english/neat,аккуратный,ordenado,sauber,elegantní
necessity,https://www.oxfordlearnersdictionaries.com/definition/english/necessity,необходимость,necesidad,Notwendigkeit,nutnost
negative,https://www.oxfordlearnersdictionaries.com/definition/english/negative_2,отрицательный,negativo,Negativ,záporný
negotiate,https://www.oxfordlearnersdictionaries.com/definition/english/negotiate,вести переговоры,negociar,verhandeln,vyjednávat
negotiation,https://www.oxfordlearnersdictionaries.com/definition/english/negotiation,Переговоры,negociación,Verhandlung,jednání
nerve,https://www.oxfordlearnersdictionaries.com/definition/english/nerve_1,нерв,nervio,Nerv,nerv
neutral,https://www.oxfordlearnersdictionaries.com/definition/english/neutral_1,нейтральный,neutral,neutral,neutrální
nevertheless,https://www.oxfordlearnersdictionaries.com/definition/english/nevertheless,тем не менее,sin embargo,Dennoch,nicméně
newly,https://www.oxfordlearnersdictionaries.com/definition/english/newly,недавно,recién,neu,nově
nightmare,https://www.oxfordlearnersdictionaries.com/definition/english/nightmare,кошмарный сон,pesadilla,Albtraum,noční můra
norm,https://www.oxfordlearnersdictionaries.com/definition/english/norm_1,норма,norma,Norm,norma
notebook,https://www.oxfordlearnersdictionaries.com/definition/english/notebook,ноутбук,computadora portátil,Notizbuch,notebook
notion,https://www.oxfordlearnersdictionaries.com/definition/english/notion,понятие,noción,Vorstellung,představa
novelist,https://www.oxfordlearnersdictionaries.com/definition/english/novelist,романист,novelista,Romanschriftsteller,romanopisec
nowadays,https://www.oxfordlearnersdictionaries.com/definition/english/nowadays,Настоящее время,hoy en día,heutzutage,dnes
numerous,https://www.oxfordlearnersdictionaries.com/definition/english/numerous,многочисленные,numeroso,zahlreich,četné
nursing,https://www.oxfordlearnersdictionaries.com/definition/english/nursing,уход за больными,enfermería,Pflege-,ošetřovatelství
nutrition,https://www.oxfordlearnersdictionaries.com/definition/english/nutrition,питание,nutrición,Ernährung,výživa
obesity,https://www.oxfordlearnersdictionaries.com/definition/english/obesity,ожирение,obesidad,Fettleibigkeit,obezita
obey,https://www.oxfordlearnersdictionaries.com/definition/english/obey,подчиниться,cumplir,gehorchen,poslouchat
object,https://www.oxfordlearnersdictionaries.com/definition/english/object_2,объект,objeto,Objekt,objekt
objective,https://www.oxfordlearnersdictionaries.com/definition/english/objective_2,цель,objetivo,Zielsetzung,objektivní
objective,https://www.oxfordlearnersdictionaries.com/definition/english/objective_1,цель,objetivo,Zielsetzung,objektivní
obligation,https://www.oxfordlearnersdictionaries.com/definition/english/obligation,обязательство,obligación,Verpflichtung,povinnost
observation,https://www.oxfordlearnersdictionaries.com/definition/english/observation,наблюдение,observación,Überwachung,pozorování
observe,https://www.oxfordlearnersdictionaries.com/definition/english/observe,наблюдать,observar,beobachten,pozorovat
observer,https://www.oxfordlearnersdictionaries.com/definition/english/observer,наблюдатель,observador,Beobachter,pozorovatel
obstacle,https://www.oxfordlearnersdictionaries.com/definition/english/obstacle,препятствие,obstáculo,Hindernis,překážka
obtain,https://www.oxfordlearnersdictionaries.com/definition/english/obtain,получать,obtener,erhalten,získat
occasionally,https://www.oxfordlearnersdictionaries.com/definition/english/occasionally,время от времени,de vez en cuando,gelegentlich,občas
occupation,https://www.oxfordlearnersdictionaries.com/definition/english/occupation,Занятие,ocupación,Besetzung,obsazení
occupy,https://www.oxfordlearnersdictionaries.com/definition/english/occupy,занимать,ocupar,besetzen,okupovat
offence,https://www.oxfordlearnersdictionaries.com/definition/english/offence,оскорбление,ofensa,Delikt,útok
offend,https://www.oxfordlearnersdictionaries.com/definition/english/offend,обидеть,ofender,beleidigen,urazit
offender,https://www.oxfordlearnersdictionaries.com/definition/english/offender,преступник,delincuente,Täter,pachatel
offensive,https://www.oxfordlearnersdictionaries.com/definition/english/offensive_1,оскорбительный,ofensiva,beleidigend,urážlivý
official,https://www.oxfordlearnersdictionaries.com/definition/english/official_2,официальный,oficial,offiziell,oficiální
ongoing,https://www.oxfordlearnersdictionaries.com/definition/english/ongoing,непрерывный,en curso,laufend,pokračující
opening,https://www.oxfordlearnersdictionaries.com/definition/english/opening_1,открытие,apertura,Öffnung,otevírací
openly,https://www.oxfordlearnersdictionaries.com/definition/english/openly,открыто,abiertamente,offen,otevřeně
opera,https://www.oxfordlearnersdictionaries.com/definition/english/opera,опера,ópera,Oper,opera
operate,https://www.oxfordlearnersdictionaries.com/definition/english/operate,действовать,funcionar,arbeiten,fungovat
operator,https://www.oxfordlearnersdictionaries.com/definition/english/operator,оператор,operador,Operator,operátor
opponent,https://www.oxfordlearnersdictionaries.com/definition/english/opponent,противник,adversario,Gegner,oponent
oppose,https://www.oxfordlearnersdictionaries.com/definition/english/oppose,выступать против,oponerse a,ablehnen,oponovat
opposed,https://www.oxfordlearnersdictionaries.com/definition/english/opposed,против,opuesto,entgegen,protichůdný
opposition,https://www.oxfordlearnersdictionaries.com/definition/english/opposition,оппозиция,oposición,Opposition,opozice
optimistic,https://www.oxfordlearnersdictionaries.com/definition/english/optimistic,оптимистичный,optimista,optimistisch,optimistický
orchestra,https://www.oxfordlearnersdictionaries.com/definition/english/orchestra,оркестр,orquesta,Orchester,orchestr
organ,https://www.oxfordlearnersdictionaries.com/definition/english/organ,орган,Organo,Organ,orgán
organic,https://www.oxfordlearnersdictionaries.com/definition/english/organic,органический,orgánico,organisch,organické
origin,https://www.oxfordlearnersdictionaries.com/definition/english/origin,источник,origen,Ursprung,původ
otherwise,https://www.oxfordlearnersdictionaries.com/definition/english/otherwise,в противном случае,de lo contrario,ansonsten,v opačném případě
outcome,https://www.oxfordlearnersdictionaries.com/definition/english/outcome,исход,Salir,Ergebnis,výsledek
outer,https://www.oxfordlearnersdictionaries.com/definition/english/outer,внешний,exterior,äußere,vnější
outfit,https://www.oxfordlearnersdictionaries.com/definition/english/outfit_1,снаряжение,atuendo,Outfit,výstroj
outline,https://www.oxfordlearnersdictionaries.com/definition/english/outline_2,контур,contorno,Gliederung,obrys
outline,https://www.oxfordlearnersdictionaries.com/definition/english/outline_1,контур,contorno,Gliederung,obrys
output,https://www.oxfordlearnersdictionaries.com/definition/english/output_1,вывод,producción,Ausgang,výstup
outstanding,https://www.oxfordlearnersdictionaries.com/definition/english/outstanding,выдающийся,sobresaliente,hervorragend,vynikající
overall,https://www.oxfordlearnersdictionaries.com/definition/english/overall_1,общий,general,Gesamt,celkově
overall,https://www.oxfordlearnersdictionaries.com/definition/english/overall_2,общий,general,Gesamt,celkově 
overcome,https://www.oxfordlearnersdictionaries.com/definition/english/overcome,превосходить ,superar,überwinden,překonat
overnight,https://www.oxfordlearnersdictionaries.com/definition/english/overnight_1,с ночевкой,durante la noche,über Nacht,přes noc
overseas,https://www.oxfordlearnersdictionaries.com/definition/english/overseas_1,за границей,exterior,Übersee-,zámoří
overseas,https://www.oxfordlearnersdictionaries.com/definition/english/overseas_2,за границей,exterior,Übersee-,zámoří
owe,https://www.oxfordlearnersdictionaries.com/definition/english/owe,быть должным,deber,verdanken,dlužím
ownership,https://www.oxfordlearnersdictionaries.com/definition/english/ownership,право собственности,propiedad,Eigentum,vlastnictví
oxygen,https://www.oxfordlearnersdictionaries.com/definition/english/oxygen_1,кислород,oxígeno,Sauerstoff,kyslík
pace,https://www.oxfordlearnersdictionaries.com/definition/english/pace1,шаг,ritmo,Tempo,tempo
pace,https://www.oxfordlearnersdictionaries.com/definition/english/pace_1,шаг,ritmo,Tempo,tempo
package,https://www.oxfordlearnersdictionaries.com/definition/english/package_2,упаковка,paquete,Paket,balík
packet,https://www.oxfordlearnersdictionaries.com/definition/english/packet,пакет,paquete,Paket,paket
palm,https://www.oxfordlearnersdictionaries.com/definition/english/palm_1,Пальма,palma,Palme,dlaň
panel,https://www.oxfordlearnersdictionaries.com/definition/english/panel_1,панель,panel,Tafel,panel
panic,https://www.oxfordlearnersdictionaries.com/definition/english/panic_1,паника,pánico,Panik,panika
parade,https://www.oxfordlearnersdictionaries.com/definition/english/parade_1,парад,desfile,Parade,průvod
parallel,https://www.oxfordlearnersdictionaries.com/definition/english/parallel_1,параллельно,paralelo,parallel,paralelní
parallel,https://www.oxfordlearnersdictionaries.com/definition/english/parallel_3,параллельно,paralelo,parallel,paralelní
parliament,https://www.oxfordlearnersdictionaries.com/definition/english/parliament,парламент,parlamento,Parlament,parlament
part-time,https://www.oxfordlearnersdictionaries.com/definition/english/part-time,неполная занятость,medio tiempo,Teilzeit,poloviční úvazek
participant,https://www.oxfordlearnersdictionaries.com/definition/english/participant,участник,partícipe,Teilnehmer,účastník
participation,https://www.oxfordlearnersdictionaries.com/definition/english/participation,участие,participación,Beteiligung,účast
partly,https://www.oxfordlearnersdictionaries.com/definition/english/partly,частично,parcialmente,teilweise,částečně
partnership,https://www.oxfordlearnersdictionaries.com/definition/english/partnership,партнерство,camaradería,Partnerschaft,partnerství
passage,https://www.oxfordlearnersdictionaries.com/definition/english/passage,проход,paso,Passage,průchod
passionate,https://www.oxfordlearnersdictionaries.com/definition/english/passionate,страстный,apasionado,leidenschaftlich,vášnivý
password,https://www.oxfordlearnersdictionaries.com/definition/english/password,пароль,contraseña,Passwort,Heslo
patience,https://www.oxfordlearnersdictionaries.com/definition/english/patience,терпение,paciencia,Geduld,trpělivost
patient,https://www.oxfordlearnersdictionaries.com/definition/english/patient_2,пациент,paciente,Geduldig,trpěliví
pause,https://www.oxfordlearnersdictionaries.com/definition/english/pause_2,Пауза,pausa,Pause,pauza
pause,https://www.oxfordlearnersdictionaries.com/definition/english/pause_1,Пауза,pausa,Pause,pauza
peer,https://www.oxfordlearnersdictionaries.com/definition/english/peer_1,вглядеться,mirar,Peer,peer
penalty,https://www.oxfordlearnersdictionaries.com/definition/english/penalty,штраф,multa,Strafe,trest
pension,https://www.oxfordlearnersdictionaries.com/definition/english/pension1_1#pension1_sng_1,пенсия,pensión,die Pension,důchod
perceive,https://www.oxfordlearnersdictionaries.com/definition/english/perceive,понимать,percibir,wahrnehmen,vnímat
perception,https://www.oxfordlearnersdictionaries.com/definition/english/perception,восприятие,percepción,Wahrnehmung,vnímání
permanent,https://www.oxfordlearnersdictionaries.com/definition/english/permanent_1,постоянный,permanente,dauerhaft,trvalý
permanently,https://www.oxfordlearnersdictionaries.com/definition/english/permanently,постоянно,permanentemente,permanent,trvale
permit,https://www.oxfordlearnersdictionaries.com/definition/english/permit_2,разрешать,permiso,erlauben,povolení
permit,https://www.oxfordlearnersdictionaries.com/definition/english/permit_1,разрешать,permiso,erlauben,povolení
perspective,https://www.oxfordlearnersdictionaries.com/definition/english/perspective,перспектива,perspectiva,Perspektive,perspektivní
phase,https://www.oxfordlearnersdictionaries.com/definition/english/phase_1,фаза,fase,Phase,fáze
phenomenon,https://www.oxfordlearnersdictionaries.com/definition/english/phenomenon,явление,fenómeno,Phänomen,jev
philosophy,https://www.oxfordlearnersdictionaries.com/definition/english/philosophy,философия,filosofía,Philosophie,filozofie
pick,https://www.oxfordlearnersdictionaries.com/definition/english/pick_2,выбирать,elegir,wählen,výběr
picture,https://www.oxfordlearnersdictionaries.com/definition/english/picture_2,рисунок,imagen,Bild,obrázek
pile,https://www.oxfordlearnersdictionaries.com/definition/english/pile_1,куча,pila,Haufen,hromada
pile,https://www.oxfordlearnersdictionaries.com/definition/english/pile_2,куча,pila,Haufen,hromada
pill,https://www.oxfordlearnersdictionaries.com/definition/english/pill_1,таблетка,píldora,Pille,pilulka
pitch,https://www.oxfordlearnersdictionaries.com/definition/english/pitch_1,подача,terreno de juego,Tonhöhe,hřiště
pity,https://www.oxfordlearnersdictionaries.com/definition/english/pity_1,жалость,pena,das Mitleid,Škoda
placement,https://www.oxfordlearnersdictionaries.com/definition/english/placement,размещение,colocación,Platzierung,umístění
plain,https://www.oxfordlearnersdictionaries.com/definition/english/plain_1,простой,sencillo,schlicht,prostý
plot,https://www.oxfordlearnersdictionaries.com/definition/english/plot_2,участок,gráfico,Handlung,spiknutí
plus,https://www.oxfordlearnersdictionaries.com/definition/english/plus1_2,плюс,más,Plus,Plus
plus,https://www.oxfordlearnersdictionaries.com/definition/english/plus1_4,плюс,más,Plus,Plus
